<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BTSX.BTC/USD;60;20211226;130000;49915.5000000;50201.4900000;49871.3700000;50041.4000000;4
BTSX.BTC/USD;60;20211226;140000;50054.6400000;50129.7200000;49913.6600000;50113.8300000;30
BTSX.BTC/USD;60;20211226;150000;50118.8600000;50157.3500000;49458.8500000;49770.0000000;38
BTSX.BTC/USD;60;20211226;160000;49753.6400000;49996.4500000;49669.5300000;49908.3400000;16
BTSX.BTC/USD;60;20211226;170000;49903.3000000;50005.0000000;49809.4900000;49860.4900000;5
BTSX.BTC/USD;60;20211226;180000;49881.1100000;49984.8200000;49768.7300000;49939.8600000;57
BTSX.BTC/USD;60;20211226;190000;49945.2000000;50301.0000000;49924.5600000;50096.0200000;28
BTSX.BTC/USD;60;20211226;200000;50096.0700000;50428.1200000;50083.4500000;50294.8500000;30
BTSX.BTC/USD;60;20211226;210000;50297.9100000;50412.8000000;50196.8000000;50290.2600000;4
BTSX.BTC/USD;60;20211226;220000;50292.4600000;50434.6100000;50180.4200000;50404.5300000;8
BTSX.BTC/USD;60;20211226;230000;50403.7600000;50495.7400000;50241.3000000;50381.0000000;7
BTSX.BTC/USD;60;20211227;0;50406.2300000;50414.4300000;50301.7100000;50301.7100000;20
BTSX.BTC/USD;60;20211227;10000;50306.3200000;51064.7500000;49953.4200000;50823.0100000;53
BTSX.BTC/USD;60;20211227;20000;50843.2200000;51292.6500000;50819.3000000;51007.9300000;12
BTSX.BTC/USD;60;20211227;30000;50994.2600000;51095.6900000;50658.6900000;50791.2100000;8
BTSX.BTC/USD;60;20211227;40000;50885.3200000;51003.0400000;50601.0000000;50644.4800000;17
BTSX.BTC/USD;60;20211227;50000;50642.5200000;50833.6100000;50479.4400000;50833.6100000;8
BTSX.BTC/USD;60;20211227;60000;50806.7200000;50962.0300000;50714.8200000;50847.4900000;2
BTSX.BTC/USD;60;20211227;70000;50847.4900000;51158.7600000;50837.1600000;51031.2400000;9
BTSX.BTC/USD;60;20211227;80000;51041.0600000;51108.4400000;50836.9100000;51032.5400000;30
BTSX.BTC/USD;60;20211227;90000;51033.8400000;51054.9100000;50825.0300000;50890.5200000;26
BTSX.BTC/USD;60;20211227;100000;50886.8200000;50983.4400000;50765.0000000;50961.2600000;29
BTSX.BTC/USD;60;20211227;110000;50962.1400000;51005.6400000;50668.0200000;50723.6800000;3
BTSX.BTC/USD;60;20211227;120000;50733.2200000;50876.1000000;50550.0000000;50565.8000000;10
BTSX.BTC/USD;60;20211227;130000;50564.5600000;50809.7800000;50525.0000000;50794.5000000;18
BTSX.BTC/USD;60;20211227;140000;50800.1600000;50927.9200000;50730.3200000;50818.7900000;4
BTSX.BTC/USD;60;20211227;150000;50817.5900000;50891.5200000;50717.3900000;50788.9000000;4
BTSX.BTC/USD;60;20211227;160000;50795.1000000;51231.1700000;50620.4400000;51157.2700000;12
BTSX.BTC/USD;60;20211227;170000;51157.2700000;51435.1300000;51039.9200000;51332.2300000;22
BTSX.BTC/USD;60;20211227;180000;51341.1900000;51725.0600000;51254.0000000;51546.1800000;39
BTSX.BTC/USD;60;20211227;190000;51527.7700000;51688.3700000;51398.8000000;51462.4200000;19
BTSX.BTC/USD;60;20211227;200000;51481.5500000;51535.7400000;51245.1400000;51494.9600000;4
BTSX.BTC/USD;60;20211227;210000;51507.7300000;52098.6000000;51477.5300000;51898.7400000;47
BTSX.BTC/USD;60;20211227;220000;51901.9600000;51984.9200000;51641.7800000;51716.6200000;10
BTSX.BTC/USD;60;20211227;230000;51708.8000000;51739.9800000;51231.0000000;51248.3900000;20
BTSX.BTC/USD;60;20211228;0;51210.0000000;51388.4100000;50950.0000000;51269.7200000;17
BTSX.BTC/USD;60;20211228;10000;51265.8200000;51319.5000000;50966.9900000;50990.9200000;2
BTSX.BTC/USD;60;20211228;20000;50968.5800000;51237.0000000;50750.0000000;51053.4700000;12
BTSX.BTC/USD;60;20211228;30000;51049.3200000;51078.8400000;50639.8100000;50718.1100000;12
BTSX.BTC/USD;60;20211228;40000;50708.0500000;50719.5900000;50050.0000000;50381.2100000;49
BTSX.BTC/USD;60;20211228;50000;50334.7700000;50358.3500000;49640.0100000;49869.6300000;71
BTSX.BTC/USD;60;20211228;60000;49812.8800000;49961.2400000;49607.8200000;49784.2100000;7
BTSX.BTC/USD;60;20211228;70000;49761.2100000;49849.8000000;49501.6300000;49813.2600000;18
BTSX.BTC/USD;60;20211228;80000;49799.7900000;49799.7900000;48688.0000000;49066.3800000;95
BTSX.BTC/USD;60;20211228;90000;49054.6200000;49260.4600000;48976.7100000;49224.2100000;9
BTSX.BTC/USD;60;20211228;100000;49203.1500000;49366.3600000;49110.7000000;49237.6600000;19
BTSX.BTC/USD;60;20211228;110000;49231.0100000;49373.2400000;49066.3800000;49246.5200000;9
BTSX.BTC/USD;60;20211228;120000;49246.5200000;49458.5500000;49147.8200000;49401.2600000;43
BTSX.BTC/USD;60;20211228;130000;49389.6800000;49475.6800000;49031.9300000;49051.8200000;41
BTSX.BTC/USD;60;20211228;140000;49054.5800000;49187.9200000;48817.3100000;49038.0400000;98
BTSX.BTC/USD;60;20211228;150000;49063.2000000;49263.8900000;48925.2400000;49228.4800000;9
BTSX.BTC/USD;60;20211228;160000;49215.3600000;49383.7600000;49102.1100000;49133.9900000;10
BTSX.BTC/USD;60;20211228;170000;49111.0700000;49337.1300000;49000.0000000;49040.0500000;7
BTSX.BTC/USD;60;20211228;180000;49040.0500000;49159.0000000;48335.1200000;49087.2900000;60
BTSX.BTC/USD;60;20211228;190000;49100.3900000;49243.2300000;48873.9400000;48970.4600000;76
BTSX.BTC/USD;60;20211228;200000;48960.0400000;48993.7600000;48133.8500000;48638.8800000;126
BTSX.BTC/USD;60;20211228;210000;48638.2600000;48654.4700000;47651.0000000;48025.3000000;135
BTSX.BTC/USD;60;20211228;220000;48029.0900000;48029.0900000;47631.2200000;47799.4500000;25
BTSX.BTC/USD;60;20211228;230000;47799.4800000;47799.6900000;47300.0000000;47706.3000000;29
BTSX.BTC/USD;60;20211229;0;47719.9300000;48048.6900000;47573.5700000;47795.3800000;28
BTSX.BTC/USD;60;20211229;10000;47816.8400000;47853.4300000;47486.0000000;47570.6000000;15
BTSX.BTC/USD;60;20211229;20000;47564.2100000;47739.6100000;47332.4300000;47702.0700000;37
BTSX.BTC/USD;60;20211229;30000;47701.6000000;47803.2500000;47523.5600000;47543.3000000;28
BTSX.BTC/USD;60;20211229;40000;47597.7000000;47856.4500000;47480.0000000;47777.2400000;12
BTSX.BTC/USD;60;20211229;50000;47777.2400000;47988.9500000;47706.1700000;47768.1600000;25
BTSX.BTC/USD;60;20211229;60000;47744.6400000;48039.0000000;47683.1900000;48030.2100000;47
BTSX.BTC/USD;60;20211229;70000;48016.8300000;48157.4100000;47873.8800000;48022.8200000;40
BTSX.BTC/USD;60;20211229;80000;48019.8900000;48076.5300000;47770.1900000;47806.2000000;37
BTSX.BTC/USD;60;20211229;90000;47801.7700000;47922.4400000;47760.0000000;47913.6700000;6
BTSX.BTC/USD;60;20211229;100000;47908.1300000;48014.2000000;47732.6800000;47835.3000000;34
BTSX.BTC/USD;60;20211229;110000;47854.4100000;47879.8500000;47534.7800000;47546.0600000;44
BTSX.BTC/USD;60;20211229;120000;47575.4700000;47836.2400000;47550.7500000;47728.0900000;41
BTSX.BTC/USD;60;20211229;130000;47722.6900000;48079.0000000;47398.1600000;47952.0300000;60
BTSX.BTC/USD;60;20211229;140000;47958.5600000;47989.7700000;47648.0700000;47703.3300000;30
BTSX.BTC/USD;60;20211229;150000;47685.3400000;47785.0700000;47531.0000000;47748.3400000;7
BTSX.BTC/USD;60;20211229;160000;47728.0000000;47795.1600000;46666.0000000;46847.0700000;153
BTSX.BTC/USD;60;20211229;170000;46834.7700000;47492.5000000;46596.0000000;47441.4200000;45
BTSX.BTC/USD;60;20211229;180000;47436.0800000;47936.6900000;47256.4800000;47845.5000000;135
BTSX.BTC/USD;60;20211229;190000;47862.0000000;48042.9300000;47749.7400000;47981.8300000;58
BTSX.BTC/USD;60;20211229;200000;47995.1400000;48053.3100000;47566.5900000;47746.9400000;56
BTSX.BTC/USD;60;20211229;210000;47740.9900000;47740.9900000;47489.4000000;47579.6400000;17
BTSX.BTC/USD;60;20211229;220000;47579.4200000;47782.6400000;47410.0000000;47548.0000000;34
BTSX.BTC/USD;60;20211229;230000;47547.8500000;47562.6900000;46993.0600000;47148.2900000;124
BTSX.BTC/USD;60;20211230;0;47161.2000000;47722.1900000;47081.3900000;47357.6300000;24
BTSX.BTC/USD;60;20211230;10000;47360.0000000;47401.7700000;47068.7500000;47234.0100000;20
BTSX.BTC/USD;60;20211230;20000;47192.3500000;47498.4200000;47098.9200000;47296.6000000;12
BTSX.BTC/USD;60;20211230;30000;47298.9000000;47383.7700000;46099.9400000;46483.3600000;123
BTSX.BTC/USD;60;20211230;40000;46474.5900000;46846.8000000;45934.3700000;46682.2800000;177
BTSX.BTC/USD;60;20211230;50000;46651.5700000;46742.2400000;46455.4900000;46578.9000000;11
BTSX.BTC/USD;60;20211230;60000;46548.5800000;46675.9400000;46240.0000000;46665.8400000;94
BTSX.BTC/USD;60;20211230;70000;46645.7900000;46727.6500000;46480.0000000;46517.7500000;43
BTSX.BTC/USD;60;20211230;80000;46505.3800000;46936.7400000;46505.3800000;46731.2000000;48
BTSX.BTC/USD;60;20211230;90000;46718.4500000;46820.4300000;46584.0100000;46772.2900000;23
BTSX.BTC/USD;60;20211230;100000;46768.2500000;46977.4000000;46718.9300000;46918.7400000;12
BTSX.BTC/USD;60;20211230;110000;46900.7700000;47105.9200000;46851.6400000;46994.9300000;34
BTSX.BTC/USD;60;20211230;120000;47002.2400000;47175.8700000;46760.6000000;46809.7000000;57
BTSX.BTC/USD;60;20211230;130000;46822.8000000;47000.0000000;46735.1600000;46773.9400000;71
BTSX.BTC/USD;60;20211230;140000;46773.2700000;46969.4900000;46660.0200000;46940.5000000;45
BTSX.BTC/USD;60;20211230;150000;46943.0400000;47585.0300000;46896.2300000;47538.0700000;88
BTSX.BTC/USD;60;20211230;160000;47538.0700000;47731.4600000;47409.3200000;47544.1000000;59
BTSX.BTC/USD;60;20211230;170000;47534.7500000;47563.9600000;47317.8500000;47340.3200000;52
BTSX.BTC/USD;60;20211230;180000;47327.4600000;47438.8200000;47180.0000000;47356.0700000;275
BTSX.BTC/USD;60;20211230;190000;47348.7700000;47510.5300000;47140.0000000;47142.8400000;77
BTSX.BTC/USD;60;20211230;200000;47162.5800000;47652.3600000;47100.0000000;47600.8800000;70
BTSX.BTC/USD;60;20211230;210000;47617.1200000;47782.9400000;47472.4900000;47685.3300000;38
BTSX.BTC/USD;60;20211230;220000;47685.3300000;47900.0000000;47505.9600000;47877.6100000;9
BTSX.BTC/USD;60;20211230;230000;47895.4300000;47916.3200000;47548.3200000;47572.0900000;20
BTSX.BTC/USD;60;20211231;0;47580.0100000;47702.9700000;47100.0000000;47222.8200000;31
BTSX.BTC/USD;60;20211231;10000;47242.0400000;47363.5700000;46910.5900000;47290.4400000;33
BTSX.BTC/USD;60;20211231;20000;47294.4700000;47331.2700000;46738.8500000;47094.9300000;109
BTSX.BTC/USD;60;20211231;30000;47109.0000000;47239.0000000;46881.2500000;47150.7100000;67
BTSX.BTC/USD;60;20211231;40000;47110.3000000;47386.7400000;46860.0000000;47104.8200000;37
BTSX.BTC/USD;60;20211231;50000;47108.9500000;47332.4300000;46866.5200000;47136.3400000;10
BTSX.BTC/USD;60;20211231;60000;47117.2100000;47118.7000000;46840.0000000;47017.8500000;8
BTSX.BTC/USD;60;20211231;70000;46976.5000000;47286.3700000;46927.8800000;47204.0900000;25
BTSX.BTC/USD;60;20211231;80000;47210.0000000;47460.7800000;47154.2800000;47354.4700000;52
BTSX.BTC/USD;60;20211231;90000;47365.5000000;47409.5200000;47219.9600000;47301.1900000;32
BTSX.BTC/USD;60;20211231;100000;47279.0800000;47560.0400000;47168.5700000;47406.8300000;33
BTSX.BTC/USD;60;20211231;110000;47413.6300000;47483.7400000;46824.2900000;47178.9400000;47
BTSX.BTC/USD;60;20211231;120000;47199.0000000;48563.5700000;47084.0600000;48452.5400000;118
BTSX.BTC/USD;60;20211231;130000;48500.0000000;48589.4700000;48258.7900000;48311.0700000;48
BTSX.BTC/USD;60;20211231;140000;48320.7500000;48546.6000000;47940.0000000;48046.3200000;152
BTSX.BTC/USD;60;20211231;150000;48027.4200000;48218.1700000;47920.0000000;47989.6100000;12
BTSX.BTC/USD;60;20211231;160000;48010.0800000;48120.6600000;47840.0000000;47993.0700000;18
BTSX.BTC/USD;60;20211231;170000;47992.0400000;48083.5300000;47888.8800000;47951.9500000;16
BTSX.BTC/USD;60;20211231;180000;47939.4700000;48146.0500000;47846.3400000;47998.2800000;18
BTSX.BTC/USD;60;20211231;190000;48014.8700000;48105.7000000;47853.4700000;47951.9300000;34
BTSX.BTC/USD;60;20211231;200000;47970.8300000;48109.9900000;47436.8700000;47493.5900000;44
BTSX.BTC/USD;60;20211231;210000;47450.0000000;47561.5200000;46888.0000000;47031.4000000;56
BTSX.BTC/USD;60;20211231;220000;46974.4200000;47024.5000000;46494.3500000;46648.8300000;37
BTSX.BTC/USD;60;20211231;230000;46659.2400000;46674.9100000;45666.0000000;45703.0500000;136
BTSX.BTC/USD;60;20220101;0;45703.0500000;46208.9200000;45655.3100000;45876.3900000;56
BTSX.BTC/USD;60;20220101;10000;45904.2400000;46516.0100000;45774.7900000;46329.1900000;40
BTSX.BTC/USD;60;20220101;20000;46342.3400000;46560.8100000;46254.8100000;46322.7000000;34
BTSX.BTC/USD;60;20220101;30000;46322.7000000;46488.5700000;46140.0000000;46214.3700000;19
BTSX.BTC/USD;60;20220101;40000;46230.0000000;46737.0600000;46199.9000000;46650.6600000;28
BTSX.BTC/USD;60;20220101;50000;46656.0800000;46921.3000000;46560.8300000;46773.0800000;26
BTSX.BTC/USD;60;20220101;60000;46768.8500000;46928.9000000;46719.2200000;46808.1000000;21
BTSX.BTC/USD;60;20220101;70000;46818.0500000;46904.5400000;46768.8000000;46814.1600000;7
BTSX.BTC/USD;60;20220101;80000;46814.1600000;46877.8500000;46562.2700000;46706.1300000;65
BTSX.BTC/USD;60;20220101;90000;46700.2100000;47548.9300000;46676.7500000;47214.9200000;58
BTSX.BTC/USD;60;20220101;100000;47224.8400000;47327.2900000;46960.0000000;46984.8400000;5
BTSX.BTC/USD;60;20220101;110000;46978.7700000;47251.1400000;46901.2400000;47236.6500000;9
BTSX.BTC/USD;60;20220101;120000;47198.7800000;47337.1600000;47085.1300000;47122.7500000;2
BTSX.BTC/USD;60;20220101;130000;47134.4400000;47210.5600000;46942.3500000;47136.0300000;2
BTSX.BTC/USD;60;20220101;140000;47155.5200000;47294.2200000;46720.0000000;46897.0000000;103
BTSX.BTC/USD;60;20220101;150000;46857.8000000;47007.7000000;46760.0000000;46767.0800000;46
BTSX.BTC/USD;60;20220101;160000;46771.0900000;47150.0300000;46770.6700000;47097.8700000;2
BTSX.BTC/USD;60;20220101;170000;47103.3000000;47207.2700000;46947.5800000;47029.0600000;1
BTSX.BTC/USD;60;20220101;180000;47028.5000000;47105.9200000;46859.1900000;46929.4300000;3
BTSX.BTC/USD;60;20220101;190000;46917.4700000;47482.7200000;46880.5600000;47225.9100000;22
BTSX.BTC/USD;60;20220101;200000;47281.2400000;47548.9900000;47200.5600000;47280.6200000;11
BTSX.BTC/USD;60;20220101;210000;47299.1200000;47960.9800000;47259.7100000;47777.1100000;33
BTSX.BTC/USD;60;20220101;220000;47810.1800000;47853.9500000;47440.4700000;47587.7200000;7
BTSX.BTC/USD;60;20220101;230000;47609.2700000;47640.1100000;47301.0000000;47350.0300000;2
BTSX.BTC/USD;60;20220102;0;47350.0300000;47581.2500000;47260.0000000;47426.6600000;5
BTSX.BTC/USD;60;20220102;10000;47443.8700000;47558.0000000;47285.0100000;47309.7200000;5
BTSX.BTC/USD;60;20220102;20000;47342.1300000;47513.7900000;47229.8600000;47444.7200000;11
BTSX.BTC/USD;60;20220102;30000;47473.2600000;47833.4800000;47289.1500000;47777.4200000;8
BTSX.BTC/USD;60;20220102;40000;47745.2500000;47784.9400000;47386.9100000;47638.6500000;5
BTSX.BTC/USD;60;20220102;50000;47657.8000000;47657.9100000;47335.1500000;47379.2100000;1
BTSX.BTC/USD;60;20220102;60000;47381.7300000;47459.0000000;47291.1400000;47387.6500000;2
BTSX.BTC/USD;60;20220102;70000;47384.7000000;47484.6800000;47277.0000000;47348.2900000;1
BTSX.BTC/USD;60;20220102;80000;47348.2900000;47436.0300000;46780.0000000;46912.6400000;34
BTSX.BTC/USD;60;20220102;90000;46918.6000000;47102.7300000;46842.5700000;47095.1000000;1
BTSX.BTC/USD;60;20220102;100000;47094.2400000;47239.0000000;47029.8100000;47155.8900000;12
BTSX.BTC/USD;60;20220102;110000;47111.7100000;47314.8700000;47102.2300000;47194.8100000;1
BTSX.BTC/USD;60;20220102;120000;47196.7500000;47243.7000000;46992.7000000;47238.2800000;3
BTSX.BTC/USD;60;20220102;130000;47225.7200000;47503.0300000;47165.8000000;47291.5400000;14
BTSX.BTC/USD;60;20220102;140000;47268.0000000;47354.2600000;47160.0000000;47201.7400000;0
BTSX.BTC/USD;60;20220102;150000;47203.0300000;47399.0000000;47190.9800000;47254.4500000;3
BTSX.BTC/USD;60;20220102;160000;47247.2200000;47446.1000000;47033.9300000;47308.8100000;8
BTSX.BTC/USD;60;20220102;170000;47310.6600000;47311.8000000;47079.7600000;47151.6700000;3
BTSX.BTC/USD;60;20220102;180000;47134.5200000;47204.1100000;47030.0500000;47131.8000000;1
BTSX.BTC/USD;60;20220102;190000;47117.7900000;47386.7400000;47088.8800000;47345.9200000;16
BTSX.BTC/USD;60;20220102;200000;47359.8600000;47890.0000000;47303.6800000;47828.8100000;17
BTSX.BTC/USD;60;20220102;210000;47823.7200000;47989.0000000;47332.4300000;47426.8800000;52
BTSX.BTC/USD;60;20220102;220000;47425.1000000;47425.1000000;46660.0000000;47068.6200000;60
BTSX.BTC/USD;60;20220102;230000;47058.9000000;47227.3100000;46827.6800000;46907.0800000;17
BTSX.BTC/USD;60;20220103;0;46905.3700000;47060.6300000;46852.1200000;47020.8400000;5
BTSX.BTC/USD;60;20220103;10000;47009.8000000;47185.9700000;46946.8300000;47031.9400000;6
BTSX.BTC/USD;60;20220103;20000;47031.9400000;47399.0000000;47031.9400000;47278.7300000;14
BTSX.BTC/USD;60;20220103;30000;47278.7000000;47488.8300000;47278.7000000;47350.2200000;95
BTSX.BTC/USD;60;20220103;40000;47290.5500000;47291.1300000;47063.5100000;47076.9600000;6
BTSX.BTC/USD;60;20220103;50000;47060.0000000;47165.9300000;46975.7500000;47118.0000000;0
BTSX.BTC/USD;60;20220103;60000;47117.0300000;47121.7000000;46870.8700000;46999.1000000;8
BTSX.BTC/USD;60;20220103;70000;47010.3800000;47097.0900000;46725.6000000;46799.7200000;12
BTSX.BTC/USD;60;20220103;80000;46791.1300000;46934.4700000;46771.2200000;46834.7700000;1
BTSX.BTC/USD;60;20220103;90000;46844.0500000;47222.9900000;46791.7600000;47093.4700000;5
BTSX.BTC/USD;60;20220103;100000;47101.4200000;47112.6700000;46897.6200000;46944.0500000;2
BTSX.BTC/USD;60;20220103;110000;46905.6100000;47089.4900000;46870.1200000;47070.2700000;19
BTSX.BTC/USD;60;20220103;120000;47071.6100000;47140.1300000;46936.8400000;46967.4600000;2
BTSX.BTC/USD;60;20220103;130000;46996.8900000;47117.1800000;46788.0000000;46988.7800000;6
BTSX.BTC/USD;60;20220103;140000;46998.6800000;47265.7400000;46998.6800000;47153.2200000;13
BTSX.BTC/USD;60;20220103;150000;47159.7000000;47438.9400000;47159.7000000;47399.9300000;22
BTSX.BTC/USD;60;20220103;160000;47414.1200000;47586.5800000;47196.5300000;47212.8400000;12
BTSX.BTC/USD;60;20220103;170000;47213.1400000;47372.6100000;47140.0000000;47141.5500000;13
BTSX.BTC/USD;60;20220103;180000;47154.3200000;47291.8000000;46780.0000000;46877.3800000;54
BTSX.BTC/USD;60;20220103;190000;46861.9900000;47027.9800000;46588.4000000;46701.1100000;100
BTSX.BTC/USD;60;20220103;200000;46669.3300000;46761.4100000;46288.8300000;46495.8000000;43
BTSX.BTC/USD;60;20220103;210000;46469.7200000;46801.0000000;46419.1900000;46603.3500000;23
BTSX.BTC/USD;60;20220103;220000;46565.4700000;46741.9500000;46410.7100000;46463.8000000;7
BTSX.BTC/USD;60;20220103;230000;46503.2800000;46654.7500000;46371.5900000;46377.2000000;2
BTSX.BTC/USD;60;20220104;0;46364.8100000;46405.6900000;45692.1300000;45934.4200000;104
BTSX.BTC/USD;60;20220104;10000;45907.8000000;46284.7000000;45824.0200000;45996.2300000;12
BTSX.BTC/USD;60;20220104;20000;45983.9100000;46456.7600000;45983.5800000;46220.8400000;88
BTSX.BTC/USD;60;20220104;30000;46255.6800000;46579.4100000;46174.6300000;46439.8900000;13
BTSX.BTC/USD;60;20220104;40000;46464.0100000;46542.0400000;46160.1700000;46268.2400000;6
BTSX.BTC/USD;60;20220104;50000;46257.5700000;46393.6300000;46053.8900000;46065.0400000;11
BTSX.BTC/USD;60;20220104;60000;46063.8200000;46239.8000000;45941.0700000;46127.8000000;10
BTSX.BTC/USD;60;20220104;70000;46128.8800000;46385.1100000;46024.4200000;46339.2200000;2
BTSX.BTC/USD;60;20220104;80000;46330.6600000;46418.8500000;46031.9500000;46108.1600000;4
BTSX.BTC/USD;60;20220104;90000;46102.6700000;46304.2900000;46036.9100000;46166.7100000;11
BTSX.BTC/USD;60;20220104;100000;46163.5700000;46409.7900000;46064.6500000;46387.9300000;7
BTSX.BTC/USD;60;20220104;110000;46382.6800000;46589.7200000;46340.1900000;46527.6100000;6
BTSX.BTC/USD;60;20220104;120000;46567.0400000;46681.7400000;46423.4800000;46506.8500000;11
BTSX.BTC/USD;60;20220104;130000;46500.0600000;46609.9200000;46305.3400000;46349.0900000;16
BTSX.BTC/USD;60;20220104;140000;46394.3000000;46768.1700000;46294.1100000;46636.0200000;19
BTSX.BTC/USD;60;20220104;150000;46643.7800000;46768.1700000;46642.4700000;46717.2400000;7
BTSX.BTC/USD;60;20220104;160000;46747.5900000;46754.5100000;46443.5000000;46630.7600000;27
BTSX.BTC/USD;60;20220104;170000;46628.5500000;47072.0400000;46416.0300000;46954.4200000;50
BTSX.BTC/USD;60;20220104;180000;46969.8800000;47459.8000000;46821.6300000;47344.1400000;109
BTSX.BTC/USD;60;20220104;190000;47354.8800000;47526.0000000;46794.2700000;46881.2500000;114
BTSX.BTC/USD;60;20220104;200000;46917.2500000;46917.2500000;46630.1900000;46779.7800000;33
BTSX.BTC/USD;60;20220104;210000;46747.2600000;46985.3600000;46511.4200000;46549.4700000;40
BTSX.BTC/USD;60;20220104;220000;46549.4700000;46729.2100000;45539.0500000;45734.7400000;112
BTSX.BTC/USD;60;20220104;230000;45717.8100000;46446.4000000;45581.4200000;46006.6700000;160
BTSX.BTC/USD;60;20220105;0;46022.8300000;46407.9000000;45951.8400000;46266.9500000;58
BTSX.BTC/USD;60;20220105;10000;46267.8600000;46310.1300000;45998.1200000;46213.0600000;20
BTSX.BTC/USD;60;20220105;20000;46208.7400000;46241.2600000;45955.0000000;46158.5400000;30
BTSX.BTC/USD;60;20220105;30000;46139.3700000;46151.6900000;45746.8800000;45820.0000000;22
BTSX.BTC/USD;60;20220105;40000;45828.7700000;46292.6100000;45714.5500000;46276.6100000;11
BTSX.BTC/USD;60;20220105;50000;46272.8200000;46336.1000000;46092.5600000;46092.5600000;17
BTSX.BTC/USD;60;20220105;60000;46117.0300000;46382.1100000;46117.0300000;46307.5100000;11
BTSX.BTC/USD;60;20220105;70000;46309.6500000;46553.6600000;46309.6500000;46444.4900000;11
BTSX.BTC/USD;60;20220105;80000;46435.5200000;46520.8600000;46356.0800000;46421.9700000;8
BTSX.BTC/USD;60;20220105;90000;46421.1800000;46421.1800000;46242.6000000;46311.8700000;2
BTSX.BTC/USD;60;20220105;100000;46312.3400000;46474.1100000;46259.9900000;46459.4100000;2
BTSX.BTC/USD;60;20220105;110000;46454.2800000;46499.9500000;46338.3200000;46404.7400000;8
BTSX.BTC/USD;60;20220105;120000;46404.7700000;46425.8800000;46404.7700000;46414.2200000;0
BTSX.BTC/USD;60;20220105;140000;46478.1100000;46837.2800000;46478.1100000;46827.0000000;98
BTSX.BTC/USD;60;20220105;150000;46829.1300000;46855.0600000;46116.2600000;46288.5400000;34
BTSX.BTC/USD;60;20220105;160000;46281.8800000;46357.9600000;45896.7400000;46201.0900000;117
BTSX.BTC/USD;60;20220105;170000;46237.3800000;46456.0000000;46100.1000000;46455.7000000;81
BTSX.BTC/USD;60;20220105;180000;46443.9300000;46829.7000000;46155.2500000;46708.8800000;217
BTSX.BTC/USD;60;20220105;190000;46750.7000000;46841.5600000;46377.9000000;46635.1500000;46
BTSX.BTC/USD;60;20220105;200000;46640.5400000;46680.2900000;46280.0000000;46311.2400000;61
BTSX.BTC/USD;60;20220105;210000;46296.7000000;46474.8000000;45994.1600000;46004.8600000;22
BTSX.BTC/USD;60;20220105;220000;45989.4900000;46290.8600000;45554.0000000;45927.2600000;102
BTSX.BTC/USD;60;20220105;230000;45904.1200000;46088.1600000;44524.1800000;44674.6900000;403
BTSX.BTC/USD;60;20220106;0;44679.4700000;44826.9800000;43678.0800000;43963.0000000;213
BTSX.BTC/USD;60;20220106;10000;43945.1100000;44319.1200000;43420.0000000;43598.2200000;135
BTSX.BTC/USD;60;20220106;20000;43588.8300000;43788.1200000;42413.5900000;43448.7200000;253
BTSX.BTC/USD;60;20220106;30000;43448.4400000;43708.8700000;43249.6200000;43435.8000000;103
BTSX.BTC/USD;60;20220106;40000;43417.3100000;43760.4500000;43279.8200000;43686.3000000;58
BTSX.BTC/USD;60;20220106;50000;43686.4500000;43782.8600000;43280.4500000;43542.5700000;22
BTSX.BTC/USD;60;20220106;60000;43540.3600000;43612.9700000;43150.0000000;43262.2300000;80
BTSX.BTC/USD;60;20220106;70000;43262.2300000;43315.6000000;42804.3300000;42845.3000000;69
BTSX.BTC/USD;60;20220106;80000;42848.8800000;43142.3200000;42591.6800000;43041.2600000;47
BTSX.BTC/USD;60;20220106;90000;43033.3100000;43245.5400000;42817.1200000;43053.6700000;48
BTSX.BTC/USD;60;20220106;100000;43069.0000000;43223.2200000;42904.9400000;43092.5800000;42
BTSX.BTC/USD;60;20220106;110000;43070.0000000;43280.2600000;42996.6700000;43239.6800000;35
BTSX.BTC/USD;60;20220106;120000;43242.0300000;43263.1900000;42916.6200000;43055.0000000;41
BTSX.BTC/USD;60;20220106;130000;43055.0000000;43090.2000000;42414.0000000;42558.3100000;61
BTSX.BTC/USD;60;20220106;140000;42585.0500000;42941.9800000;42585.0500000;42870.2100000;23
BTSX.BTC/USD;60;20220106;150000;42888.7300000;42950.7400000;42700.0000000;42860.9700000;14
BTSX.BTC/USD;60;20220106;160000;42912.1600000;43053.8900000;42636.2800000;43053.8900000;65
BTSX.BTC/USD;60;20220106;170000;43053.8900000;43187.4700000;42904.4400000;43141.4100000;43
BTSX.BTC/USD;60;20220106;180000;43141.4100000;43235.4400000;42754.5800000;42795.6400000;72
BTSX.BTC/USD;60;20220106;190000;42801.3000000;43011.8900000;42650.0000000;42943.6500000;87
BTSX.BTC/USD;60;20220106;200000;42952.6900000;43093.8700000;42743.2900000;42881.1900000;93
BTSX.BTC/USD;60;20220106;210000;42871.7800000;43187.7300000;42797.3100000;43028.7700000;85
BTSX.BTC/USD;60;20220106;220000;43025.4800000;43408.3300000;42989.0200000;43380.9800000;116
