<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
BTSX.BTC/USD;60;20210306;210000;47782.1500000;48491.9500000;47691.3600000;48282.9500000;29
BTSX.BTC/USD;60;20210306;220000;48288.1600000;48648.6800000;48145.4800000;48505.9000000;24
BTSX.BTC/USD;60;20210306;230000;48490.7500000;48699.9800000;48265.7500000;48368.0000000;9
BTSX.BTC/USD;60;20210307;0;48380.6800000;48752.9300000;48271.7000000;48564.2600000;46
BTSX.BTC/USD;60;20210307;10000;48571.4100000;48748.5000000;48303.0400000;48600.0000000;15
BTSX.BTC/USD;60;20210307;20000;48606.3000000;49200.0000000;48499.1300000;48951.4900000;20
BTSX.BTC/USD;60;20210307;30000;48942.3500000;49143.2400000;48823.2000000;48904.6300000;19
BTSX.BTC/USD;60;20210307;40000;48933.1200000;49329.6100000;48933.1200000;49214.7000000;29
BTSX.BTC/USD;60;20210307;50000;49239.7800000;49518.0000000;49030.0000000;49143.4400000;63
BTSX.BTC/USD;60;20210307;60000;49214.7900000;49870.0000000;49109.5500000;49582.6100000;29
BTSX.BTC/USD;60;20210307;70000;49636.9600000;49920.0000000;49484.7400000;49572.2200000;23
BTSX.BTC/USD;60;20210307;80000;49590.3700000;49732.7700000;49307.6700000;49459.4900000;13
BTSX.BTC/USD;60;20210307;90000;49442.7200000;49458.0000000;49133.2400000;49368.8200000;13
BTSX.BTC/USD;60;20210307;100000;49375.4300000;49658.3700000;49159.5700000;49483.7800000;9
BTSX.BTC/USD;60;20210307;110000;49483.7800000;50195.5600000;49337.8400000;50058.2500000;49
BTSX.BTC/USD;60;20210307;120000;50117.0100000;50877.2000000;50096.6800000;50400.0000000;152
BTSX.BTC/USD;60;20210307;130000;50385.5100000;51169.7700000;50383.4100000;50975.5700000;63
BTSX.BTC/USD;60;20210307;140000;50947.9400000;50947.9400000;50440.7300000;50604.3500000;50
BTSX.BTC/USD;60;20210307;150000;50573.2000000;50921.2300000;50478.1000000;50717.6500000;14
BTSX.BTC/USD;60;20210307;160000;50720.1500000;50868.9500000;50409.8300000;50786.7100000;37
BTSX.BTC/USD;60;20210307;170000;50798.1200000;50868.1600000;50537.6200000;50809.2100000;20
BTSX.BTC/USD;60;20210307;180000;50797.0300000;51306.5000000;50169.5700000;50669.1900000;118
BTSX.BTC/USD;60;20210307;190000;50669.1900000;50828.4400000;50381.2400000;50575.8500000;35
BTSX.BTC/USD;60;20210307;200000;50575.8500000;51355.7000000;50575.8500000;51051.5000000;29
BTSX.BTC/USD;60;20210307;210000;51051.5000000;51134.2700000;50775.9800000;51050.0000000;27
BTSX.BTC/USD;60;20210307;220000;51074.2200000;51074.2200000;50350.0000000;50401.0400000;29
BTSX.BTC/USD;60;20210307;230000;50409.5800000;50550.9000000;50235.6200000;50397.8400000;50
BTSX.BTC/USD;60;20210308;0;50321.5000000;50327.8300000;49744.5400000;50060.1400000;32
BTSX.BTC/USD;60;20210308;10000;50060.1400000;50280.5000000;49851.5700000;50112.0000000;17
BTSX.BTC/USD;60;20210308;20000;50080.0000000;50772.2600000;50013.9800000;50547.7600000;29
BTSX.BTC/USD;60;20210308;30000;50517.3100000;51477.5300000;50500.4000000;50967.3000000;274
BTSX.BTC/USD;60;20210308;40000;50952.5500000;51700.0000000;50852.5900000;51480.4000000;88
BTSX.BTC/USD;60;20210308;50000;51489.4500000;51834.4900000;51232.5000000;51571.4000000;32
BTSX.BTC/USD;60;20210308;60000;51550.0000000;51621.2000000;50509.4900000;50748.3000000;96
BTSX.BTC/USD;60;20210308;70000;50724.6500000;50819.1400000;50271.6000000;50608.1600000;40
BTSX.BTC/USD;60;20210308;80000;50609.0700000;50609.0700000;50161.0900000;50483.7000000;9
BTSX.BTC/USD;60;20210308;90000;50496.5800000;50847.9500000;50391.7100000;50804.2300000;34
BTSX.BTC/USD;60;20210308;100000;50808.3800000;50983.6800000;50196.9900000;50306.5900000;27
BTSX.BTC/USD;60;20210308;110000;50293.0500000;50467.1600000;49569.9400000;49800.0000000;59
BTSX.BTC/USD;60;20210308;120000;49797.4300000;49924.6700000;49316.9800000;49918.9600000;107
BTSX.BTC/USD;60;20210308;130000;49918.9600000;50128.9600000;49413.1900000;49915.5200000;95
BTSX.BTC/USD;60;20210308;140000;49919.3100000;50319.0400000;49710.6200000;50102.5800000;84
BTSX.BTC/USD;60;20210308;150000;50095.3100000;50601.2900000;49929.0200000;50507.9500000;76
BTSX.BTC/USD;60;20210308;160000;50542.7400000;50601.1200000;50140.0000000;50268.1000000;78
BTSX.BTC/USD;60;20210308;170000;50300.1100000;51087.9300000;50283.6600000;50999.7000000;126
BTSX.BTC/USD;60;20210308;180000;51004.6800000;51250.0000000;50174.0300000;50751.0600000;129
BTSX.BTC/USD;60;20210308;190000;50773.5600000;51273.8700000;50560.6300000;51105.3900000;112
BTSX.BTC/USD;60;20210308;200000;51127.8200000;51240.5500000;50590.0000000;50682.1800000;99
BTSX.BTC/USD;60;20210308;210000;50687.5100000;50892.0800000;50644.5900000;50836.0700000;76
BTSX.BTC/USD;60;20210308;220000;50843.2800000;51096.7400000;50725.0000000;50793.1300000;109
BTSX.BTC/USD;60;20210308;230000;50806.2300000;51499.0000000;50806.2300000;51351.4300000;127
BTSX.BTC/USD;60;20210309;0;51361.6900000;51998.0000000;51253.0300000;51792.7000000;96
BTSX.BTC/USD;60;20210309;10000;51814.9200000;51950.1600000;51543.2700000;51865.5200000;101
BTSX.BTC/USD;60;20210309;20000;51898.1300000;51923.9100000;51409.4200000;51628.9000000;98
BTSX.BTC/USD;60;20210309;30000;51628.9000000;52427.8000000;51628.9000000;52427.8000000;180
BTSX.BTC/USD;60;20210309;40000;52427.8000000;52555.0000000;51857.0000000;52027.8300000;108
BTSX.BTC/USD;60;20210309;50000;52061.8900000;53734.3300000;52035.1600000;53524.3000000;271
BTSX.BTC/USD;60;20210309;60000;53584.1000000;53779.0000000;53260.5000000;53598.8800000;92
BTSX.BTC/USD;60;20210309;70000;53605.7600000;54171.2000000;53465.2800000;53898.2800000;291
BTSX.BTC/USD;60;20210309;80000;53903.3300000;54093.3300000;53535.8800000;53703.0800000;63
BTSX.BTC/USD;60;20210309;90000;53726.5700000;54445.2200000;53726.5700000;54321.6900000;136
BTSX.BTC/USD;60;20210309;100000;54295.2500000;54500.0000000;53757.6700000;53845.8000000;131
BTSX.BTC/USD;60;20210309;110000;53853.5200000;53891.2500000;53433.1000000;53549.7500000;97
BTSX.BTC/USD;60;20210309;120000;53579.5500000;54193.5300000;53310.5100000;54058.3500000;91
BTSX.BTC/USD;60;20210309;130000;54059.1900000;54319.0200000;53910.4100000;54143.4200000;65
BTSX.BTC/USD;60;20210309;140000;54143.4200000;54399.9900000;53925.6400000;54178.7300000;106
BTSX.BTC/USD;60;20210309;150000;54160.2000000;54300.0000000;53939.0000000;54252.4300000;53
BTSX.BTC/USD;60;20210309;160000;54255.6500000;54255.6500000;53540.0000000;53758.8500000;93
BTSX.BTC/USD;60;20210309;170000;53734.0200000;54820.0000000;53661.7900000;54820.0000000;143
BTSX.BTC/USD;60;20210309;180000;54753.4000000;54786.7700000;54412.7200000;54475.9700000;235
BTSX.BTC/USD;60;20210309;190000;54508.5800000;54562.9900000;53910.0000000;54106.5700000;64
BTSX.BTC/USD;60;20210309;200000;54107.3400000;54353.3700000;53787.3200000;54108.6900000;90
BTSX.BTC/USD;60;20210309;210000;54108.6900000;54284.9500000;53772.5200000;53810.2600000;84
BTSX.BTC/USD;60;20210309;220000;53799.1500000;54078.7900000;53619.2000000;53923.7700000;54
BTSX.BTC/USD;60;20210309;230000;53906.9300000;54250.0000000;53803.6800000;54140.6700000;68
BTSX.BTC/USD;60;20210310;0;54117.4300000;54590.0000000;54068.8400000;54377.2200000;31
BTSX.BTC/USD;60;20210310;10000;54372.4200000;54576.4500000;53904.6300000;54333.8400000;106
BTSX.BTC/USD;60;20210310;20000;54330.3900000;54888.0000000;54185.1500000;54835.8700000;51
BTSX.BTC/USD;60;20210310;30000;54846.0000000;54939.2600000;54532.9400000;54929.0200000;42
BTSX.BTC/USD;60;20210310;40000;54927.2900000;55811.4000000;54842.6000000;55551.1900000;266
BTSX.BTC/USD;60;20210310;50000;55556.2000000;55855.0000000;54493.0700000;54715.8700000;78
BTSX.BTC/USD;60;20210310;60000;54715.8700000;54715.8700000;53300.0000000;53920.4200000;186
BTSX.BTC/USD;60;20210310;70000;53951.9800000;54137.0000000;53144.1200000;53474.8300000;94
BTSX.BTC/USD;60;20210310;80000;53445.4300000;53818.7300000;53321.8100000;53640.5700000;57
BTSX.BTC/USD;60;20210310;90000;53644.5800000;53698.7200000;53010.0000000;53684.6400000;75
BTSX.BTC/USD;60;20210310;100000;53685.4600000;54102.7800000;53550.0000000;53881.6800000;14
BTSX.BTC/USD;60;20210310;110000;53888.0900000;54503.2400000;53880.5500000;54212.3100000;128
BTSX.BTC/USD;60;20210310;120000;54235.0100000;54768.5000000;54111.9100000;54685.1700000;60
BTSX.BTC/USD;60;20210310;130000;54691.7800000;55408.0800000;54351.1500000;55237.0400000;116
BTSX.BTC/USD;60;20210310;140000;55237.4400000;55358.4200000;54700.0000000;54821.6000000;87
BTSX.BTC/USD;60;20210310;150000;54844.2300000;55000.0000000;54525.6300000;54855.3400000;37
BTSX.BTC/USD;60;20210310;160000;54852.7200000;55499.9900000;54836.2300000;55190.9300000;61
BTSX.BTC/USD;60;20210310;170000;55228.7500000;56353.0000000;55140.0300000;56301.5400000;212
BTSX.BTC/USD;60;20210310;180000;56310.0000000;56431.7900000;55803.7900000;56159.8400000;405
BTSX.BTC/USD;60;20210310;190000;56174.5200000;56514.5800000;56009.1300000;56409.7100000;185
BTSX.BTC/USD;60;20210310;200000;56419.0300000;57142.8300000;56115.2300000;57040.0000000;193
BTSX.BTC/USD;60;20210310;210000;57040.0000000;57164.5300000;56296.8900000;56882.2600000;232
BTSX.BTC/USD;60;20210310;220000;56943.9100000;57138.7600000;56596.9400000;56727.2500000;99
BTSX.BTC/USD;60;20210310;230000;56727.2500000;57402.8900000;56614.9500000;56749.9000000;111
BTSX.BTC/USD;60;20210311;0;56736.1100000;56920.8000000;56010.0100000;56200.0000000;433
BTSX.BTC/USD;60;20210311;10000;56200.0000000;57045.8300000;55494.6900000;56898.5000000;223
BTSX.BTC/USD;60;20210311;20000;56917.9100000;57207.3300000;56453.3000000;56922.8600000;135
BTSX.BTC/USD;60;20210311;30000;56908.5000000;56950.0000000;55819.5700000;55852.2900000;102
BTSX.BTC/USD;60;20210311;40000;55918.0900000;56490.0400000;55486.7100000;55603.0300000;132
BTSX.BTC/USD;60;20210311;50000;55598.1400000;55918.5200000;55064.4700000;55810.4400000;119
BTSX.BTC/USD;60;20210311;60000;55787.7400000;56301.0000000;55641.7100000;56301.0000000;43
BTSX.BTC/USD;60;20210311;70000;56317.2100000;56457.6000000;55590.1100000;55983.0700000;71
BTSX.BTC/USD;60;20210311;80000;55935.1600000;56163.7300000;55624.3100000;55813.1500000;13
BTSX.BTC/USD;60;20210311;90000;55842.4000000;55842.4000000;55187.6000000;55187.6000000;73
BTSX.BTC/USD;60;20210311;100000;55226.8400000;55734.5300000;54955.6800000;55534.9600000;128
BTSX.BTC/USD;60;20210311;110000;55514.1500000;55752.1500000;54974.8700000;55007.9300000;142
BTSX.BTC/USD;60;20210311;120000;54990.2700000;55072.9600000;54269.0000000;54755.8600000;192
BTSX.BTC/USD;60;20210311;130000;54735.7700000;54927.7400000;54410.8600000;54472.6400000;132
BTSX.BTC/USD;60;20210311;140000;54448.4400000;55660.2900000;54413.8100000;55547.2300000;148
BTSX.BTC/USD;60;20210311;150000;55525.3800000;56367.1500000;55431.0600000;56277.9200000;94
BTSX.BTC/USD;60;20210311;160000;56297.0600000;56438.5400000;55723.5000000;56267.6200000;118
BTSX.BTC/USD;60;20210311;170000;56277.9600000;56998.0000000;56277.9600000;56936.0000000;316
BTSX.BTC/USD;60;20210311;180000;56919.1500000;57231.3500000;56387.9500000;56797.3400000;432
BTSX.BTC/USD;60;20210311;190000;56807.7300000;57101.3600000;55877.8100000;56351.0000000;293
BTSX.BTC/USD;60;20210311;200000;56373.8300000;57040.0000000;56373.8300000;56900.9600000;79
BTSX.BTC/USD;60;20210311;210000;56900.9600000;57050.0000000;56302.3900000;56837.7000000;155
BTSX.BTC/USD;60;20210311;220000;56818.2000000;57729.7900000;56554.8100000;57525.0900000;395
BTSX.BTC/USD;60;20210311;230000;57536.6200000;57700.0000000;56750.0700000;56851.1700000;137
BTSX.BTC/USD;60;20210312;0;56859.0300000;57628.6200000;56564.9800000;57481.0300000;78
BTSX.BTC/USD;60;20210312;10000;57498.3500000;57935.1900000;57313.9000000;57600.3700000;114
BTSX.BTC/USD;60;20210312;20000;57654.2200000;58050.0000000;57483.2700000;57950.0900000;77
BTSX.BTC/USD;60;20210312;30000;57887.4700000;58155.9900000;57605.6200000;57772.0900000;71
BTSX.BTC/USD;60;20210312;40000;57847.9200000;58098.5000000;56772.8200000;57355.2600000;111
BTSX.BTC/USD;60;20210312;50000;57386.7400000;57644.8100000;56632.3800000;56874.9100000;78
BTSX.BTC/USD;60;20210312;60000;56874.9100000;57085.1900000;56703.2000000;56973.0000000;57
BTSX.BTC/USD;60;20210312;70000;56971.9100000;57298.2700000;56823.6500000;57093.9200000;28
BTSX.BTC/USD;60;20210312;80000;57129.0000000;57223.1100000;56430.4000000;56711.4300000;62
BTSX.BTC/USD;60;20210312;90000;56711.4300000;57237.5900000;56340.0100000;57152.3400000;44
BTSX.BTC/USD;60;20210312;100000;57156.4500000;57435.9100000;56890.0000000;57048.4000000;78
BTSX.BTC/USD;60;20210312;110000;57052.1600000;57052.1600000;56464.3800000;56686.7300000;49
BTSX.BTC/USD;60;20210312;120000;56670.7400000;57100.0000000;56248.5000000;56565.5300000;75
BTSX.BTC/USD;60;20210312;130000;56543.2000000;56803.5900000;56307.0900000;56534.8900000;46
BTSX.BTC/USD;60;20210312;140000;56502.4100000;56847.7200000;55839.4100000;56727.0900000;124
BTSX.BTC/USD;60;20210312;150000;56703.6300000;57100.0000000;56337.4100000;56485.7400000;150
BTSX.BTC/USD;60;20210312;160000;56465.4100000;56839.7600000;56190.0000000;56384.2900000;52
BTSX.BTC/USD;60;20210312;170000;56373.8400000;56373.8400000;55011.0000000;55699.0500000;365
BTSX.BTC/USD;60;20210312;180000;55683.9100000;56224.9000000;55346.0100000;56209.6200000;222
BTSX.BTC/USD;60;20210312;190000;56209.6200000;57100.0000000;56032.9600000;57000.1000000;281
BTSX.BTC/USD;60;20210312;200000;56963.8700000;57656.8500000;56963.8700000;57376.0100000;159
BTSX.BTC/USD;60;20210312;210000;57378.4600000;57741.1100000;57021.0200000;57140.0000000;131
BTSX.BTC/USD;60;20210312;220000;57133.7600000;57683.9000000;57057.3900000;57363.4100000;228
BTSX.BTC/USD;60;20210312;230000;57353.1400000;57563.1000000;56729.0900000;56938.3400000;132
BTSX.BTC/USD;60;20210313;0;56952.9600000;57192.5800000;56351.7100000;56727.7000000;133
BTSX.BTC/USD;60;20210313;10000;56727.7000000;57200.0000000;56268.8100000;56967.2500000;27
BTSX.BTC/USD;60;20210313;20000;56949.0400000;57453.4900000;56867.2200000;57187.3300000;22
BTSX.BTC/USD;60;20210313;30000;57184.9500000;57503.0000000;57177.3000000;57271.0400000;37
BTSX.BTC/USD;60;20210313;40000;57297.6700000;57297.6700000;56302.4200000;56696.9500000;23
BTSX.BTC/USD;60;20210313;50000;56696.9500000;56696.9500000;56080.9600000;56404.3700000;27
BTSX.BTC/USD;60;20210313;60000;56403.3300000;56625.2600000;56083.2600000;56484.0500000;47
BTSX.BTC/USD;60;20210313;70000;56497.6200000;56789.3800000;56328.3200000;56698.9000000;39
BTSX.BTC/USD;60;20210313;80000;56709.6100000;56907.2700000;56275.6700000;56792.6200000;21
BTSX.BTC/USD;60;20210313;90000;56887.1300000;57078.9700000;56640.0000000;56734.1500000;7
BTSX.BTC/USD;60;20210313;100000;56847.2800000;57065.7300000;56519.7200000;56906.3500000;16
BTSX.BTC/USD;60;20210313;110000;56919.6300000;57393.8800000;56740.3600000;57357.7100000;23
BTSX.BTC/USD;60;20210313;120000;57369.5300000;57621.0000000;57106.9400000;57390.2200000;102
BTSX.BTC/USD;60;20210313;130000;57402.5900000;57574.3600000;57222.0600000;57573.9600000;32
BTSX.BTC/USD;60;20210313;140000;57589.0000000;59755.0000000;57416.1100000;59377.1700000;559
BTSX.BTC/USD;60;20210313;150000;59390.8500000;60120.0000000;59390.8500000;59843.5900000;661
BTSX.BTC/USD;60;20210313;160000;59834.4100000;60419.0000000;59142.5800000;59875.1500000;231
BTSX.BTC/USD;60;20210313;170000;59899.6400000;60152.0000000;59473.1300000;59934.5500000;131
BTSX.BTC/USD;60;20210313;180000;59934.5500000;60093.9600000;59702.7700000;59758.0700000;137
BTSX.BTC/USD;60;20210313;190000;59762.5500000;59947.7500000;59345.4400000;59662.7900000;151
BTSX.BTC/USD;60;20210313;200000;59670.5500000;59977.3400000;59406.0400000;59860.5600000;241
BTSX.BTC/USD;60;20210313;210000;59860.5600000;60445.2500000;59777.3800000;60338.9400000;168
BTSX.BTC/USD;60;20210313;220000;60349.4300000;60443.3800000;59986.1000000;60295.0100000;283
BTSX.BTC/USD;60;20210313;230000;60303.3300000;60868.0800000;60178.4900000;60790.5600000;136
BTSX.BTC/USD;60;20210314;0;60792.8400000;61781.8300000;60680.9200000;61601.9300000;179
BTSX.BTC/USD;60;20210314;10000;61601.9300000;61700.0000000;60550.0000000;61091.9400000;151
BTSX.BTC/USD;60;20210314;20000;61094.5600000;61219.0000000;60706.3000000;61055.5500000;74
BTSX.BTC/USD;60;20210314;30000;61124.7700000;61464.4300000;61095.0300000;61165.1900000;86
BTSX.BTC/USD;60;20210314;40000;61177.0300000;61700.0000000;60875.0000000;61268.4300000;60
BTSX.BTC/USD;60;20210314;50000;61255.7400000;61268.4300000;60700.0300000;61079.3900000;29
BTSX.BTC/USD;60;20210314;60000;61079.3900000;61225.2700000;60817.4800000;61053.6600000;20
BTSX.BTC/USD;60;20210314;70000;61064.3200000;61439.6300000;60899.4800000;61366.7800000;25
BTSX.BTC/USD;60;20210314;80000;61350.4400000;61565.1300000;61068.2800000;61194.2400000;21
BTSX.BTC/USD;60;20210314;90000;61202.0600000;61262.1500000;60899.2600000;61037.8600000;34
BTSX.BTC/USD;60;20210314;100000;61013.0000000;61013.0000000;60500.0000000;60943.9500000;76
BTSX.BTC/USD;60;20210314;110000;60953.4000000;60953.4000000;60420.3800000;60462.3300000;31
BTSX.BTC/USD;60;20210314;120000;60502.5300000;60838.9900000;60213.7200000;60752.9600000;129
BTSX.BTC/USD;60;20210314;130000;60747.5900000;61102.9000000;60658.8900000;60923.4500000;76
BTSX.BTC/USD;60;20210314;140000;60943.8500000;60943.8500000;60125.0000000;60237.3600000;34
BTSX.BTC/USD;60;20210314;150000;60243.9400000;60365.6000000;59350.0000000;60319.6700000;86
BTSX.BTC/USD;60;20210314;160000;60252.6300000;60593.7900000;60165.6400000;60475.8000000;255
BTSX.BTC/USD;60;20210314;170000;60497.6400000;60527.5500000;59756.7600000;59992.3000000;73
BTSX.BTC/USD;60;20210314;180000;59935.8600000;60491.3600000;59900.0000000;60000.3300000;62
BTSX.BTC/USD;60;20210314;190000;60000.3300000;60143.3900000;59471.5500000;59680.0300000;59
BTSX.BTC/USD;60;20210314;200000;59708.4800000;60050.1600000;59273.0000000;59528.5300000;78
BTSX.BTC/USD;60;20210314;210000;59552.5100000;60000.0000000;59505.6300000;59696.5900000;20
BTSX.BTC/USD;60;20210314;220000;59719.2600000;60340.0000000;59716.6500000;60161.5500000;17
BTSX.BTC/USD;60;20210314;230000;60141.3900000;60206.1500000;59791.1600000;59914.1500000;15
BTSX.BTC/USD;60;20210315;0;59935.8700000;60319.0000000;59710.0300000;60269.7900000;41
BTSX.BTC/USD;60;20210315;10000;60269.7800000;60477.4900000;59860.0100000;60077.3200000;36
BTSX.BTC/USD;60;20210315;20000;60075.5000000;60343.1200000;59748.0000000;60233.6800000;30
BTSX.BTC/USD;60;20210315;30000;60218.3700000;60748.7800000;58959.5700000;59016.3900000;94
BTSX.BTC/USD;60;20210315;40000;58956.9000000;59950.3400000;58742.0000000;59490.7300000;285
BTSX.BTC/USD;60;20210315;50000;59448.3300000;60261.2700000;59260.9700000;60048.4700000;54
BTSX.BTC/USD;60;20210315;60000;60103.0500000;60311.6900000;60019.6300000;60034.5800000;51
BTSX.BTC/USD;60;20210315;70000;60066.8400000;60489.0900000;60066.8400000;60354.5300000;23
BTSX.BTC/USD;60;20210315;80000;60379.5000000;60595.1300000;59639.3400000;59777.5600000;66
BTSX.BTC/USD;60;20210315;90000;59789.8600000;59910.5400000;58990.0800000;58999.7300000;109
BTSX.BTC/USD;60;20210315;100000;59000.0000000;59352.7600000;58375.0100000;58738.1600000;207
BTSX.BTC/USD;60;20210315;110000;58738.1600000;58773.5700000;57319.3100000;57809.3500000;335
BTSX.BTC/USD;60;20210315;120000;57809.3500000;58379.4000000;57520.5800000;57734.4300000;252
BTSX.BTC/USD;60;20210315;130000;57734.4300000;58043.0000000;54555.0000000;55867.5600000;957
BTSX.BTC/USD;60;20210315;140000;55805.4400000;56444.6200000;55540.9700000;56378.5400000;434
BTSX.BTC/USD;60;20210315;150000;56345.7900000;56600.0000000;55900.8200000;56171.2800000;200
BTSX.BTC/USD;60;20210315;160000;56186.7800000;56490.8300000;55002.6400000;56476.5400000;296
BTSX.BTC/USD;60;20210315;170000;56442.5100000;57098.7800000;56292.5700000;56919.5300000;289
BTSX.BTC/USD;60;20210315;180000;56894.4100000;57341.3000000;56136.3300000;56171.6300000;221
BTSX.BTC/USD;60;20210315;190000;56174.4600000;56826.1600000;55864.9300000;56220.7300000;123
BTSX.BTC/USD;60;20210315;200000;56232.2000000;56702.9100000;55700.0000000;56307.7400000;55
BTSX.BTC/USD;60;20210315;210000;56322.3100000;56345.7100000;55500.0000000;56053.3200000;69
BTSX.BTC/USD;60;20210315;220000;56070.8300000;56432.4200000;55829.2600000;56165.9600000;40
BTSX.BTC/USD;60;20210315;230000;56153.9200000;56701.0200000;56153.9200000;56631.9600000;50
BTSX.BTC/USD;60;20210316;0;56631.8900000;56975.9700000;56241.0900000;56421.1100000;75
BTSX.BTC/USD;60;20210316;10000;56397.2900000;56979.6700000;56379.8500000;56757.9000000;66
BTSX.BTC/USD;60;20210316;20000;56754.8500000;56939.3000000;56000.0000000;56147.0900000;78
BTSX.BTC/USD;60;20210316;30000;56147.0900000;56674.0400000;55555.0000000;55644.3700000;155
BTSX.BTC/USD;60;20210316;40000;55616.4200000;56073.1400000;53900.0000000;54065.7100000;194
BTSX.BTC/USD;60;20210316;50000;54070.7300000;54599.6000000;53221.0000000;54496.6700000;560
BTSX.BTC/USD;60;20210316;60000;54489.9800000;54670.6400000;54150.0100000;54588.7500000;99
BTSX.BTC/USD;60;20210316;70000;54588.7500000;54635.2500000;53800.0000000;54203.5700000;481
BTSX.BTC/USD;60;20210316;80000;54254.6600000;54852.3100000;54150.0000000;54396.1400000;92
BTSX.BTC/USD;60;20210316;90000;54411.3500000;54444.8000000;53563.1300000;54033.0500000;278
BTSX.BTC/USD;60;20210316;100000;54043.0300000;55299.7600000;53570.5700000;55035.9100000;197
BTSX.BTC/USD;60;20210316;110000;55075.1200000;55483.5300000;54789.3000000;55167.6000000;257
BTSX.BTC/USD;60;20210316;120000;55253.3000000;56100.0000000;55157.6000000;55931.4300000;106
BTSX.BTC/USD;60;20210316;130000;55928.8300000;56449.5200000;55720.0200000;55897.8600000;100
BTSX.BTC/USD;60;20210316;140000;55900.0000000;56160.0300000;55423.3900000;55802.0200000;188
BTSX.BTC/USD;60;20210316;150000;55793.4100000;55893.0900000;55022.6500000;55387.4300000;141
BTSX.BTC/USD;60;20210316;160000;55416.6100000;55604.5600000;54500.0000000;55101.6100000;310
BTSX.BTC/USD;60;20210316;170000;55089.1400000;55866.0000000;54970.2600000;55270.1900000;325
BTSX.BTC/USD;60;20210316;180000;55299.2400000;55699.0000000;55197.4300000;55650.4600000;280
BTSX.BTC/USD;60;20210316;190000;55629.2700000;55920.0000000;55420.3800000;55863.6000000;145
BTSX.BTC/USD;60;20210316;200000;55861.1000000;56095.9900000;55450.0000000;55680.2700000;152
BTSX.BTC/USD;60;20210316;210000;55652.2900000;55837.3400000;54949.5800000;55251.6300000;174
BTSX.BTC/USD;60;20210316;220000;55221.2200000;55646.4000000;55127.2900000;55346.4200000;99
BTSX.BTC/USD;60;20210316;230000;55335.7100000;55828.0000000;55157.2700000;55771.8000000;95
BTSX.BTC/USD;60;20210317;0;55750.7600000;56445.8300000;55691.0800000;56401.9000000;190
BTSX.BTC/USD;60;20210317;10000;56386.1700000;56622.2900000;56092.2900000;56500.3500000;104
BTSX.BTC/USD;60;20210317;20000;56469.6300000;56843.7700000;56258.8400000;56267.8100000;105
BTSX.BTC/USD;60;20210317;30000;56267.8100000;56950.0000000;56097.5100000;56908.3400000;17
BTSX.BTC/USD;60;20210317;40000;56928.3800000;57198.2400000;56303.5300000;56553.5400000;49
BTSX.BTC/USD;60;20210317;50000;56562.7500000;56562.7500000;56062.9000000;56290.9200000;11
BTSX.BTC/USD;60;20210317;60000;56267.7200000;56270.1600000;55612.8100000;55806.5100000;95
BTSX.BTC/USD;60;20210317;70000;55803.7000000;56157.3400000;55400.0000000;55486.6100000;48
BTSX.BTC/USD;60;20210317;80000;55528.3700000;55891.2700000;55440.2600000;55586.5600000;22
BTSX.BTC/USD;60;20210317;90000;55582.1200000;56003.6300000;55145.1200000;56003.3900000;49
BTSX.BTC/USD;60;20210317;100000;55989.2600000;56350.9400000;55871.2500000;56350.9400000;51
BTSX.BTC/USD;60;20210317;110000;56335.0200000;56355.1900000;55726.2400000;55844.1100000;66
BTSX.BTC/USD;60;20210317;120000;55841.0200000;56078.0700000;55643.5600000;55791.1300000;66
BTSX.BTC/USD;60;20210317;130000;55747.6900000;55850.0000000;54427.9200000;54789.5300000;198
BTSX.BTC/USD;60;20210317;140000;54749.0400000;55269.5200000;54640.0000000;55066.6500000;49
BTSX.BTC/USD;60;20210317;150000;55050.4000000;55229.1000000;54533.5100000;54841.8000000;56
BTSX.BTC/USD;60;20210317;160000;54806.1900000;55429.0000000;54124.0000000;55183.3800000;129
BTSX.BTC/USD;60;20210317;170000;55160.3300000;55427.0300000;54718.8900000;55151.7700000;114
BTSX.BTC/USD;60;20210317;180000;55163.9300000;55165.7600000;54551.5000000;54579.1200000;116
BTSX.BTC/USD;60;20210317;190000;54584.2900000;55287.3000000;54333.0000000;54981.0600000;47
BTSX.BTC/USD;60;20210317;200000;54961.1400000;55598.0000000;54776.7400000;55294.6600000;53
BTSX.BTC/USD;60;20210317;210000;55294.4200000;55652.9300000;55192.0400000;55580.8900000;46
BTSX.BTC/USD;60;20210317;220000;55580.8900000;57650.2000000;55580.8900000;57635.9600000;380
BTSX.BTC/USD;60;20210317;230000;57635.9700000;58258.7300000;57371.4100000;57909.5100000;428
BTSX.BTC/USD;60;20210318;0;57909.6100000;58355.5500000;57706.6000000;57749.7800000;127
BTSX.BTC/USD;60;20210318;10000;57729.0000000;58760.5400000;57377.8400000;58473.4300000;165
BTSX.BTC/USD;60;20210318;20000;58451.2400000;58967.0400000;58263.9000000;58300.2300000;48
BTSX.BTC/USD;60;20210318;30000;58336.5300000;58968.8000000;58300.2300000;58901.8000000;135
BTSX.BTC/USD;60;20210318;40000;58939.7300000;59559.2600000;58737.6900000;58928.6700000;96
BTSX.BTC/USD;60;20210318;50000;58953.4100000;59354.4900000;58764.3900000;59044.5400000;74
